
Time Stamp,Location,Radius,Time Elapsed,# of Outputs,Exception Thrown
2018-06-28 13:32:02.703559,Location 2,4000,1.0216879844665527,0,False
2018-06-28 13:32:03.725334,Location 3,4000,1.0241830348968506,0,False
2018-06-28 13:32:04.749587,Location 4,4000,1.1274628639221191,3,False
2018-06-28 13:32:05.877881,Location 5,4000,1.02315092086792,4,False
2018-06-28 13:32:06.901893,Location 6,4000,1.1254692077636719,4,False
2018-06-28 13:32:08.028192,Location 7,4000,0.9436500072479248,1,False
2018-06-28 13:32:08.971932,Location 8,4000,1.0001871585845947,3,False
2018-06-28 13:32:09.972927,Location 9,4000,1.1269071102142334,5,False
2018-06-28 13:32:11.100688,Location 10,4000,1.0226271152496338,5,False
2018-06-28 13:32:12.124139,Location 11,4000,0.9207239151000977,4,False
2018-06-28 13:32:13.045652,Location 12,4000,0.8536999225616455,0,False
2018-06-28 13:32:13.899433,Location 13,4000,0.9088160991668701,0,False
2018-06-28 13:32:14.808316,Location 14,4000,0.9145090579986572,7,False
2018-06-28 13:32:15.724004,Location 1,4250,0.9286990165710449,14,False
2018-06-28 13:32:16.654507,Location 2,4250,1.2030136585235596,0,False
2018-06-28 13:32:17.857606,Location 3,4250,1.1256861686706543,1,False
2018-06-28 13:32:18.984066,Location 4,4250,1.127181053161621,4,False
2018-06-28 13:32:20.112047,Location 5,4250,1.5784859657287598,4,False
2018-06-28 13:32:21.691337,Location 6,4250,1.081099033355713,5,False
2018-06-28 13:32:22.773273,Location 7,4250,0.9204065799713135,1,False
2018-06-28 13:32:23.693770,Location 8,4250,1.2289159297943115,3,False
2018-06-28 13:32:24.923673,Location 9,4250,1.12620210647583,5,False
2018-06-28 13:32:26.050687,Location 10,4250,1.1252977848052979,5,False
2018-06-28 13:32:27.176803,Location 11,4250,0.867455005645752,5,False
2018-06-28 13:32:28.045105,Location 12,4250,0.8795912265777588,0,False
2018-06-28 13:32:28.924769,Location 13,4250,1.118297815322876,0,False
2018-06-28 13:32:30.043131,Location 14,4250,1.1261422634124756,7,False
2018-06-28 13:32:31.170464,Location 1,4500,1.2278940677642822,16,False
2018-06-28 13:32:32.400184,Location 2,4500,0.8907468318939209,0,False
2018-06-28 13:32:33.291018,Location 3,4500,0.9078340530395508,1,False
2018-06-28 13:32:34.199619,Location 4,4500,0.8902580738067627,4,False
2018-06-28 13:32:35.090658,Location 5,4500,0.9315876960754395,4,False
2018-06-28 13:32:36.023052,Location 6,4500,0.9262831211090088,5,False
2018-06-28 13:32:36.950148,Location 7,4500,0.8738939762115479,1,False
2018-06-28 13:32:37.824145,Location 8,4500,0.9162650108337402,4,False
2018-06-28 13:32:38.741731,Location 9,4500,0.9181959629058838,5,False
2018-06-28 13:32:39.660735,Location 10,4500,0.8744659423828125,6,False
